208,global,pandemic,national,emergency,declared,today,,,,,,,,,,
209,schedule,\n\ncix,crazy,game,party\n\u260today,\u316march,,,,,,,,,,
210,insanity,,,,,,,,,,,,,,,
211,game,day,\n\nconker\u2019s,bad,fur,day,2001,\n\nin,one,gaming\u2019s,stunning,u-turn,,,,
212,pandemic,day,shift,today,read,~8emails,colleague,trying,scramble,cover,other\u2019s,shift,b\u2026,,,
213,new,\u2018epicentre\u201of,global,virus,pandemic,declared,europe,\u201cepicentre\u201d,global,coronavirus,pandemic\u202\/\/t.co\/67ddlvjykt,,,,,
214,broken,ulit,ako,today,hahahahahaha,bwisit,jinx,,,,,,,,,
215,want,fight,coronavirus,,,,,,,,,,,,,
216,lot,heavy,military,equipment,,,,,,,,,,,,
217,today,trumppressconference,said,didn\u2019t,know,pandemic,response,team,fired,,,,,,,
218,maybe,'ve,yelled,panic,press,conference,today,,,,,,,,,
219,thread,detailed,western,government,height,wwi,sought,cover,rising,pandemic,i\u2026,,,,,
220,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
221,today,stare,opv,day,5555555my,eye,gon,turn,red,cheek,gon,hurt,sure,watching,opv,\ud83e\udd23\ud83e\udd23\u2026
222,chick-fila,wasteland,today,guy,like,crazy,,,,,,,,,,
223,abuse\n\n\ud83d\udeaboosting,\n\n,grandma,won\u2019t,even,let,dad,fucking,dying,,,,,,,
224,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
225,corona,virus,serious,problem,world,today,,,,,,,,,,
226,\u201cmisinformed\u201d,come,quit,afraid,retribution,people,terrified,call,is-,lied,,,,,,
227,met,bad,bitch,today\ud83d\uddathank,\/\/t.co\/0mezcfgxob,,,,,,,,,,,
228,response,suspension,operation,due,wuhancoronavirus,may,tweet,wee\u2026,,,,,,,,
229,retweeting,see,government,handle,covid19,,,,,,,,,,,
230,kung,pao,chicken,chow,mein,today,,,,,,,,,,
231,today,bankrupt,govt,increased,excise,duty,petrol,diesel,rs.each.\n,\/\/t.co\/7yq1ugwdsj,,,,,,
232,response,suspension,operation,due,wuhancoronavirus,may,tweet,wee\u2026,,,,,,,,
233,response,suspension,operation,due,wuhancoronavirus,may,tweet,wee\u2026,,,,,,,,
234,light,sarawak,case,covid1today,,,,,,,,,,,,
235,upcoming,new,song,nishanbhuller,half,shoting,done,yesterday,1pm,9:30pm\n\nsecond,schedule,shooting,star\u2026,,,
236,late,take,rakhine,war,crim,myanmar,tatmadaw,icc.\ngenocide,rakhine,state,burmese,brut\u2026,,,,
237,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
238,today,announced,employee,store,forced,close,government,order,,,,,,,,
239,mad,personally,responsible,destroying,health,care,alberta,eve,pandemic\u2026,,,,,,,
240,today,bankrupt,govt,increased,excise,duty,petrol,diesel,rs.each.\n,\/\/t.co\/7yq1ugwdsj,,,,,,
241,apparently,sister,coughed,earlier,today,mum\u2019s,response,something,along,line,\u201cin,sickness,h\u2026,,,
242,i\u2019m,seeing,timeline,corona,virus,...,let\u2019s,change,that.\ud83d\ude4c\ud83c\udffb\n\nlet\u2019s,make,random,bottle,who\u2019s,m\u2026,,
243,cfo,100m,business,called,today,business,advice,\n\nin,case,wondering,lol,\/\/t.co\/9azpaygwgn,,,,
244,think,mix,matched,eye,lash,today,\ud83d\ude2d,,,,,,,,,
245,one,trillion,half,dollar,basically,lit,fire,today,guy,,,,,,,
246,saw,life,flash,eye,today,amp,amp,know,foolish,hell,cause,still,weak,\ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83e\udd23,,
247,never,lifetime,seen,country,stark,raving,mad,today,dems,cry,open,border,pandem\u2026,,,
248,idaho,case,4pm,today,one,far,quarantine,home,,,,,,,,
249,today,emergency,order,allow,secretary,waive,applicable,rule,regulation,give,doctor,,,,,
250,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
251,government,made,best,call,today,everyone,arriving,new,zealand,placed,quarantine,1days,midnight,sunday,,
252,want,fight,coronavirus,,,,,,,,,,,,,
253,today,stare,opv,day,5555555my,eye,gon,turn,red,cheek,gon,hurt,sure,watching,opv,\ud83e\udd23\ud83e\udd23\u2026
254,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
255,today,trumppressconference,said,didn\u2019t,know,pandemic,response,team,fired,,,,,,,
256,got,stuff,last,week,earlier,week,madness,began,knew,inevitable,produ\u202\/\/t.co\/jpofx47bze,,,,,
257,maybe,you\u2019re,lonely,1followers.\n\ntoday,,,,,,,,,,,,
258,today,emergency,order,allow,secretary,waive,applicable,rule,regulation,give,doctor,,,,,
259,never,history,government,incredibly,servile,,,,,,,,,,,
260,met,bad,bitch,today\ud83d\uddathank,\/\/t.co\/0mezcfgxob,,,,,,,,,,,
261,swear,got,exercise,today,shaking,head,disbelief,amount,crazy,people,getting,toilet\u2026,,,,
262,check,scene,fairfield,costco,today,store,hit,max,capacity,police,called,fight,broke,out\u2026,,
263,***ish,world,domination,scheme,based,brainwashing,everyone,belief,human,equality\,\n\nwe,know,t\u2026,,,
264,guy,know,pneumonic,plague,actually,similar,symptom,coronavirus,,,,,,,,
265,walked,walma,today,\ud83d\udcaf\ud83d\udcaf,everyone,going,insane,\ud83d\udcaf\ud83d\udcaf\ud83d\udcaf,got,anxious,\ud83d\udcaf\ud83d\udcaf,walked,right,back,\ud83d\udcaf\ud83d\udcaf\ud83d\udcaf,
266,something,serious,going,four,case,diagnosed,rural,landlocked,montana,today,,,,,,
267,today,veteran,member,phila,swat,shot,killed,trying,serve,warrant,criminal,repeatedly,set,fre\u2026,,
268,today,emergency,order,allow,secretary,waive,applicable,rule,regulation,give,doctor,,,,,
269,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
270,kid,made,a\u2019s,elementary,school,depressed,today,,,,,,,,,
271,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
272,today,actually,decided,celebrate,scar,wow,'re,lowkey,fire.\ud83d\ude05\ud83d\ude0d,\/\/t.co\/kiye3nalpa,,,,,,
273,crazy,bible,warns,world,we\u2019re,living,today..,,,,,,,,,
274,mek,home,fry,chicken,,,,,,,,,,,,
275,swine,flu,n't,suspend,anything,,,,,,,,,,,
276,hate,people,call,'pi'day,today,22\/you,mongrel,,,,,,,,,
277,response,suspension,operation,due,wuhancoronavirus,may,tweet,wee\u2026,,,,,,,,
278,today,bankrupt,govt,increased,excise,duty,petrol,diesel,rs.each.\n,\/\/t.co\/7yq1ugwdsj,,,,,,
279,today,bankrupt,govt,increased,excise,duty,petrol,diesel,rs.each.\n,\/\/t.co\/7yq1ugwdsj,,,,,,
280,\u201cthe,pandemic,face,today,longer,resolved,individual,country.\u201d\n\nchinese,billionaire,jack,donating,500,,,,
281,believe,make,west,virginia,state,without,reported,case,\/\/t.co\/wrpibcoa74,,,,,,,
282,hospital,tried,order,ventilators.\nthe,funding,said,ventilator,got,denied,federal,government.\n\nwe,ha\u2026,,,,
